Date,Hour,Occupation,Energy consumption [kwh],Week_day,Month
2018-01-19,17,0.0,373.1699999998382,Friday,January
2018-01-19,18,0.0,370.60999999998603,Friday,January
2018-01-19,19,0.0,314.56999999980326,Friday,January
2018-01-19,20,0.0,194.9000000001979,Friday,January
2018-01-19,21,0.0,189.04999999998836,Friday,January
2018-01-19,22,0.0,185.6400000001886,Friday,January
2018-01-19,23,0.0,176.39999999981956,Friday,January
2018-01-20,0,0.0,174.23999999981606,Saturday,January
2018-01-20,1,0.0,174.11000000018976,Saturday,January
2018-01-20,2,0.0,174.6899999998277,Saturday,January
2018-01-20,3,0.0,173.11000000016065,Saturday,January
2018-01-20,4,0.0,172.39000000001397,Saturday,January
2018-01-20,5,0.0,173.1899999997986,Saturday,January
2018-01-20,6,0.0,175.59000000020023,Saturday,January
2018-01-20,7,0.0,174.5600000001723,Saturday,January
2018-01-20,8,0.0,81.24375000002328,Saturday,January
2018-01-20,9,0.0,48.77499999979045,Saturday,January
2018-01-20,10,0.0,47.51500000001397,Saturday,January
2018-01-20,11,0.0,48.42499999998836,Saturday,January
2018-01-20,12,0.0,99.68125000002328,Saturday,January
2018-01-20,13,0.0,124.17999999978929,Saturday,January
2018-01-20,14,0.0,126.07000000021071,Saturday,January
2018-01-20,15,0.0,125.37999999997555,Saturday,January
2018-01-20,16,0.0,125.13999999983935,Saturday,January
2018-01-20,17,0.0,125.34000000034575,Saturday,January
2018-01-20,18,0.0,180.51999999964028,Saturday,January
2018-01-20,19,0.0,178.09000000020023,Saturday,January
2018-01-20,20,0.0,171.37999999997555,Saturday,January
2018-01-20,21,0.0,166.43000000002212,Saturday,January
2018-01-20,22,0.0,169.0600000001723,Saturday,January
2018-01-20,23,0.0,172.20999999981723,Saturday,January
2018-01-21,0,0.0,166.88000000000466,Sunday,January
2018-01-21,1,0.0,167.5700000001816,Sunday,January
2018-01-21,2,0.0,167.0299999996205,Sunday,January
2018-01-21,3,0.0,167.89999999999418,Sunday,January
2018-01-21,4,0.0,165.89000000001397,Sunday,January
2018-01-21,5,0.0,166.0700000001816,Sunday,January
2018-01-21,6,0.0,167.59000000020023,Sunday,January
2018-01-21,7,0.0,167.1899999997986,Sunday,January
2018-01-21,8,0.0,160.89000000001397,Sunday,January
2018-01-21,9,0.0,163.64999999979045,Sunday,January
2018-01-21,10,0.0,166.90000000002328,Sunday,January
2018-01-21,11,0.0,167.05000000016298,Sunday,January
2018-01-21,12,0.0,169.3300000000163,Sunday,January
2018-01-21,13,0.0,168.5600000001723,Sunday,January
