Date,Occupation,Energy consumption [kwh],Week_day,Month
2023-04-15,0.0,3236.3,Saturday,April
2023-04-16,0.0,3189.0666666666666,Sunday,April
2023-04-17,4791.0,5915.508333333333,Monday,April
2023-04-18,6040.0,6147.625,Tuesday,April
2023-04-19,5033.0,5984.166666666667,Wednesday,April
2023-04-20,3702.0,5467.190476190476,Thursday,April
2023-04-21,3397.0,4940.506493506493,Friday,April
2023-04-22,0.0,2926.772727272727,Saturday,April
2023-04-23,0.0,3067.8181818181815,Sunday,April
2023-04-24,4664.0,5765.762845849802,Monday,April
2023-04-25,5767.0,6075.509881422925,Tuesday,April
2023-04-26,4869.0,6053.722727272727,Wednesday,April
2023-04-27,0.0,5904.7642857142855,Thursday,April
2023-04-28,3361.0,5514.805714285714,Friday,April
2023-04-29,0.0,3285.6466666666665,Saturday,April
2023-04-30,0.0,3264.050724637681,Sunday,April
2023-05-01,0.0,3705.978260869565,Monday,May
2023-05-02,6094.0,5821.304347826087,Tuesday,May
2023-05-03,5253.0,5742.8,Wednesday,May
2023-05-04,4034.0,5746.1375,Thursday,May
2023-05-05,3361.0,5723.3125,Friday,May
2023-05-06,0.0,3143.625,Saturday,May
2023-05-07,0.0,2934.0,Sunday,May
2023-05-08,4791.0,5682.053571428572,Monday,May
2023-05-09,6047.0,5725.338095238095,Tuesday,May
2023-05-10,5033.0,5747.248039215687,Wednesday,May
2023-05-11,3976.0,5825.172794117647,Thursday,May
2023-05-12,3397.0,6092.224264705882,Friday,May
2023-05-13,0.0,2814.3025210084033,Saturday,May
2023-05-14,0.0,2835.4857142857145,Sunday,May
2023-05-15,4791.0,5610.233333333334,Monday,May
2023-05-16,6169.0,5642.92380952381,Tuesday,May
2023-05-17,5319.0,5980.642857142857,Wednesday,May
2023-05-18,4034.0,5963.366666666667,Thursday,May
2023-05-19,3361.0,5653.204761904762,Friday,May
2023-05-20,0.0,3452.7285714285713,Saturday,May
2023-05-21,0.0,3197.4,Sunday,May
2023-05-22,4791.0,6089.612499999999,Monday,May
2023-05-23,6023.0,6383.754166666667,Tuesday,May
2023-05-24,4997.0,6340.7904761904765,Wednesday,May
2023-05-25,3976.0,6311.642857142857,Thursday,May
2023-05-26,3361.0,6104.5,Friday,May
2023-05-27,0.0,3784.1666666666665,Saturday,May
2023-05-28,0.0,3747.547619047619,Sunday,May
2023-05-29,1759.0,6444.410714285714,Monday,May
2023-05-30,6169.0,6555.474999999999,Tuesday,May
2023-05-31,5401.0,6456.333333333333,Wednesday,May
2023-06-01,3892.0,6257.433333333333,Thursday,June
2023-06-02,2698.0,6281.933333333333,Friday,June
2023-06-03,0.0,3717.1,Saturday,June
2023-06-04,0.0,3713.0642857142857,Sunday,June
2023-06-05,38.0,5294.964285714285,Monday,June
2023-06-06,0.0,8255.138095238095,Tuesday,June
2023-06-07,0.0,8497.633333333333,Wednesday,June
2023-06-08,0.0,9139.300000000001,Thursday,June
2023-06-09,0.0,8442.79411764706,Friday,June
2023-06-10,0.0,3783.872549019608,Saturday,June
2023-06-11,0.0,3787.9666666666667,Sunday,June
2023-06-12,0.0,8797.966666666667,Monday,June
2023-06-13,0.0,8923.699999999999,Tuesday,June
2023-06-14,0.0,8247.5,Wednesday,June
2023-06-15,0.0,8918.75,Thursday,June
2023-06-16,0.0,8854.2,Friday,June
2023-06-17,0.0,3938.325,Saturday,June
2023-06-18,0.0,3800.825,Sunday,June
2023-06-19,0.0,9086.1,Monday,June
2023-06-20,0.0,8770.036585365853,Tuesday,June
2023-06-21,0.0,9859.188414634145,Wednesday,June
2023-06-22,0.0,9503.425,Thursday,June
2023-06-23,0.0,9847.075,Friday,June
2023-06-24,0.0,4019.875,Saturday,June
2023-06-25,0.0,4077.3875,Sunday,June
2023-06-26,0.0,12011.378353658536,Monday,June
2023-06-27,0.0,11667.298080767692,Tuesday,June
2023-06-28,0.0,11649.989911727616,Wednesday,June
2023-06-29,0.0,11049.126326259948,Thursday,June
2023-06-30,0.0,9168.070254936634,Friday,June
2023-07-01,0.0,3574.629899793693,Saturday,July
2023-07-02,0.0,3583.8432022676448,Sunday,July
2023-07-03,0.0,11037.005530417297,Monday,July
2023-07-04,0.0,10304.153846153848,Tuesday,July
2023-07-05,0.0,9682.655025051577,Wednesday,July
2023-07-06,0.0,9858.064655172415,Thursday,July
2023-07-07,0.0,9754.530172413793,Friday,July
2023-07-08,0.0,3806.801724137931,Saturday,July
2023-07-09,0.0,3936.568965517242,Sunday,July
2023-07-10,0.0,12109.66379310345,Monday,July
2023-07-11,0.0,11880.771735926908,Tuesday,July
2023-07-12,0.0,11634.60757441792,Wednesday,July
2023-07-13,0.0,11236.359637488948,Thursday,July
2023-07-14,0.0,10459.51967285588,Friday,July
2023-07-15,0.0,4047.2931034482763,Saturday,July
2023-07-16,0.0,3889.9784482758623,Sunday,July
2023-07-17,0.0,10615.745689655172,Monday,July
2023-07-18,0.0,11883.443965517241,Tuesday,July
2023-07-19,0.0,11807.685344827587,Wednesday,July
2023-07-20,0.0,10664.220790090392,Thursday,July
2023-07-21,0.0,10353.851521657954,Friday,July
2023-07-22,0.0,4349.556464934742,Saturday,July
2023-07-23,0.0,4332.401012660479,Sunday,July
2023-07-24,0.0,10631.538181478716,Monday,July
2023-07-25,0.0,9625.62854742345,Tuesday,July
2023-07-26,0.0,8742.089950745049,Wednesday,July
2023-07-27,0.0,8811.827524983108,Thursday,July
2023-07-28,0.0,8708.194174757282,Friday,July
2023-07-29,0.0,4136.229228902166,Saturday,July
2023-07-30,0.0,4146.237303958178,Sunday,July
2023-07-31,0.0,8824.120192307691,Monday,July
2023-08-01,0.0,5470.216252800597,Tuesday,August
2023-08-02,0.0,5577.783140403286,Wednesday,August
2023-08-03,0.0,5314.255414488424,Thursday,August
2023-08-04,0.0,4263.533653846154,Friday,August
2023-08-05,0.0,3309.2403846153848,Saturday,August
2023-08-06,0.0,3465.841346153846,Sunday,August
2023-08-07,0.0,4225.289772727273,Monday,August
2023-08-08,0.0,4203.854295246038,Tuesday,August
2023-08-09,0.0,4545.418432026689,Wednesday,August
2023-08-10,0.0,4592.636363636364,Thursday,August
2023-08-11,0.0,4424.04320266889,Friday,August
2023-08-12,0.0,3700.04819782251,Saturday,August
2023-08-13,0.0,3689.4304927529697,Sunday,August
2023-08-14,0.0,4508.63674721427,Monday,August
2023-08-15,0.0,4373.498573886647,Tuesday,August
2023-08-16,0.0,4534.270058381985,Wednesday,August
2023-08-17,0.0,4576.872727272727,Thursday,August
2023-08-18,0.0,4605.705844155845,Friday,August
2023-08-19,0.0,3803.456154206154,Saturday,August
2023-08-20,0.0,3824.538001638002,Sunday,August
2023-08-21,0.0,5091.590909090909,Monday,August
2023-08-22,0.0,5181.7919099249375,Tuesday,August
2023-08-23,0.0,5282.012635529608,Wednesday,August
2023-08-24,0.0,5317.1,Thursday,August
2023-08-25,0.0,5088.832800982801,Friday,August
2023-08-26,0.0,3959.5990171990175,Saturday,August
2023-08-27,0.0,3637.367207792208,Sunday,August
2023-08-28,0.0,3999.00551948052,Monday,August
2023-08-29,0.0,4043.7818181818184,Tuesday,August
2023-08-30,0.0,4103.836363636364,Wednesday,August
2023-08-31,0.0,4250.999718111346,Thursday,August
2023-09-01,0.0,6535.62015503876,Friday,September
2023-09-02,0.0,4955.7558139534885,Saturday,September
2023-09-03,0.0,4810.658914728682,Sunday,September
2023-09-04,0.0,9595.159035852714,Monday,September
2023-09-05,0.0,9544.857507917375,Tuesday,September
2023-09-06,0.0,9508.28024644309,Wednesday,September
2023-09-07,0.0,9068.672202034884,Thursday,September
2023-09-08,0.0,8920.82558139535,Friday,September
2023-09-09,0.0,3652.8255813953488,Saturday,September
2023-09-10,0.0,3693.263565891473,Sunday,September
2023-09-11,0.0,5643.41472868217,Monday,September
2023-09-12,5492.0,9922.391472868218,Tuesday,September
2023-09-13,4723.0,9858.476744186046,Wednesday,September
2023-09-14,5598.0,9715.093023255813,Thursday,September
2023-09-15,3484.0,8656.193764416714,Friday,September
2023-09-16,0.0,3680.1687804878047,Saturday,September
2023-09-17,0.0,3730.2276422764226,Sunday,September
2023-09-18,6011.0,9673.131080900974,Monday,September
2023-09-19,5644.0,9575.576236172197,Tuesday,September
2023-09-20,4864.0,8883.055786196159,Wednesday,September
2023-09-21,5686.0,9040.547872340425,Thursday,September
2023-09-22,3572.0,7704.916666666666,Friday,September
2023-09-23,0.0,3714.5089285714284,Saturday,September
2023-09-24,0.0,3640.300595238095,Sunday,September
2023-09-25,5866.0,6011.069264069264,Monday,September
2023-09-26,5680.0,8635.930735930735,Tuesday,September
2023-09-27,4924.0,9005.030303030302,Wednesday,September
2023-09-28,5727.0,9548.357142857143,Thursday,September
2023-09-29,3522.0,8911.814935064935,Friday,September
2023-09-30,0.0,3847.0032467532465,Saturday,September
2023-10-01,0.0,3855.461038961039,Sunday,October
2023-10-02,6052.0,9842.0,Monday,October
2023-10-03,5680.0,9292.119047619048,Tuesday,October
2023-10-04,4889.0,10358.147186147185,Wednesday,October
2023-10-05,5652.0,9860.590909090908,Thursday,October
2023-10-06,3478.0,9345.619047619048,Friday,October
2023-10-07,0.0,3958.595238095238,Saturday,October
2023-10-08,0.0,3944.9675324675322,Sunday,October
2023-10-09,6052.0,9550.151515151514,Monday,October
2023-10-10,5668.0,8673.80303030303,Tuesday,October
2023-10-11,4882.0,8432.863636363636,Wednesday,October
2023-10-12,5598.0,5291.439393939394,Thursday,October
2023-10-13,3541.0,7877.38961038961,Friday,October
2023-10-14,0.0,3904.6233766233768,Saturday,October
2023-10-15,0.0,3808.4285714285716,Sunday,October
2023-10-16,6052.0,6922.352813852814,Monday,October
2023-10-17,5684.0,6410.718614718615,Tuesday,October
2023-10-18,5021.0,6687.300865800866,Wednesday,October
2023-10-19,5732.0,6488.2467532467535,Thursday,October
2023-10-20,3466.0,5887.666666666666,Friday,October
2023-10-21,0.0,3572.3787878787875,Saturday,October
2023-10-22,0.0,3505.5,Sunday,October
2023-10-23,6040.0,6435.266233766233,Monday,October
2023-10-24,5634.0,6098.471861471861,Tuesday,October
2023-10-25,5039.0,6198.71645021645,Wednesday,October
2023-10-26,5621.0,6374.5,Thursday,October
2023-10-27,3466.0,5906.915584415585,Friday,October
2023-10-28,0.0,3660.595238095238,Saturday,October
2023-10-29,0.0,3805.5346320346316,Sunday,October
2023-10-30,6070.0,6037.725108225109,Monday,October
2023-10-31,5684.0,5918.638528138528,Tuesday,October
2023-11-01,4750.0,4134.757575757576,Wednesday,November
2023-11-02,5740.0,6200.333333333333,Thursday,November
2023-11-03,3370.0,6412.285714285714,Friday,November
2023-11-04,0.0,3697.047619047619,Saturday,November
2023-11-05,0.0,3607.0194805194806,Sunday,November
2023-11-06,6052.0,6674.554112554112,Monday,November
2023-11-07,5653.0,6715.859307359307,Tuesday,November
2023-11-08,5047.0,6613.781385281385,Wednesday,November
2023-11-09,5619.0,6543.928571428572,Thursday,November
2023-11-10,3370.0,6338.309523809524,Friday,November
2023-11-11,0.0,3341.7954545454545,Saturday,November
2023-11-12,0.0,3327.9426406926405,Sunday,November
2023-11-13,5923.0,6616.071428571428,Monday,November
2023-11-14,5323.0,6490.049783549784,Tuesday,November
2023-11-15,4990.0,6637.117965367966,Wednesday,November
2023-11-16,5421.0,6579.927489177489,Thursday,November
2023-11-17,3383.0,6216.854978354978,Friday,November
2023-11-18,0.0,3370.7402597402597,Saturday,November
2023-11-19,0.0,3325.87987012987,Sunday,November
2023-11-20,5696.0,6551.743506493506,Monday,November
2023-11-21,5573.0,6523.281385281385,Tuesday,November
2023-11-22,4995.0,6443.809523809524,Wednesday,November
2023-11-23,5613.0,6474.028138528138,Thursday,November
2023-11-24,3319.0,6330.6861471861475,Friday,November
2023-11-25,0.0,3359.4378881987577,Saturday,November
2023-11-26,0.0,3363.3954451345753,Sunday,November
2023-11-27,5909.0,6845.119047619048,Monday,November
2023-11-28,5567.0,6701.523809523809,Tuesday,November
2023-11-29,4944.0,6821.764069264069,Wednesday,November
2023-11-30,5678.5,6742.651044607566,Thursday,November
2023-12-01,3306.0,6589.719806763284,Friday,December
2023-12-02,0.0,3415.0969634230505,Saturday,December
2023-12-03,0.0,3389.9176397515525,Sunday,December
2023-12-04,5859.0,7102.468488612836,Monday,December
2023-12-05,5496.0,6740.82423865989,Tuesday,December
2023-12-06,4870.0,3620.4148917748917,Wednesday,December
2023-12-07,5598.0,5560.713250517599,Thursday,December
2023-12-08,3256.0,3656.855072463768,Friday,December
2023-12-09,0.0,3498.1567852437415,Saturday,December
2023-12-10,0.0,3531.8852813852814,Sunday,December
2023-12-11,5859.0,7057.794372294372,Monday,December
2023-12-12,5559.0,5801.190476190476,Tuesday,December
2023-12-13,4933.0,6957.152597402597,Wednesday,December
2023-12-14,5567.0,6940.088744588745,Thursday,December
2023-12-15,3306.0,6519.839403350273,Friday,December
2023-12-16,0.0,3469.85431959345,Saturday,December
2023-12-17,0.0,3421.30303030303,Sunday,December
2023-12-18,5925.5,7292.119047619048,Monday,December
2023-12-19,5377.0,7031.65909090909,Tuesday,December
2023-12-20,4842.0,7077.471343873518,Wednesday,December
2023-12-21,5419.0,6733.964803312629,Thursday,December
2023-12-22,2898.0,5673.859307359307,Friday,December
2023-12-23,0.0,2951.8549783549784,Saturday,December
2023-12-24,0.0,2887.190476190476,Sunday,December
2023-12-25,0.0,2995.5,Monday,December
2023-12-26,0.0,3018.809523809524,Tuesday,December
2023-12-27,0.0,3212.469696969697,Wednesday,December
2023-12-28,0.0,3227.6753246753246,Thursday,December
2023-12-29,0.0,3098.501976284585,Friday,December
2023-12-30,0.0,2807.962309429701,Saturday,December
2023-12-31,0.0,2814.652597402597,Sunday,December
2024-01-01,0.0,2826.340909090909,Monday,January
2024-01-02,0.0,3166.801948051948,Tuesday,January
2024-01-03,0.0,3149.93842364532,Wednesday,January
2024-01-04,0.0,3131.5853858784894,Thursday,January
2024-01-05,0.0,3524.21645021645,Friday,January
2024-01-06,0.0,2827.8311688311687,Saturday,January
2024-01-07,0.0,4601.487012987013,Sunday,January
2024-01-08,0.0,6802.155844155844,Monday,January
2024-01-09,57.0,6295.523809523809,Tuesday,January
2024-01-10,57.0,6400.757105213626,Wednesday,January
2024-01-11,0.0,5698.29917184265,Thursday,January
2024-01-12,0.0,5917.900432900433,Friday,January
2024-01-13,0.0,3456.233766233766,Saturday,January
2024-01-14,0.0,2915.809523809524,Sunday,January
2024-01-15,0.0,6472.144456992282,Monday,January
2024-01-16,0.0,6315.355543007717,Tuesday,January
2024-01-17,0.0,6121.001035196688,Wednesday,January
2024-01-18,0.0,5877.046583850932,Thursday,January
2024-01-19,63.0,5773.47619047619,Friday,January
2024-01-20,0.0,2954.309523809524,Saturday,January
2024-01-21,0.0,2877.309523809524,Sunday,January
2024-01-22,0.0,6355.518398268398,Monday,January
2024-01-23,0.0,6152.613636363636,Tuesday,January
2024-01-24,0.0,6063.034632034632,Wednesday,January
2024-01-25,0.0,6022.510822510822,Thursday,January
2024-01-26,42.0,5757.826086956521,Friday,January
2024-01-27,0.0,3181.8102766798415,Saturday,January
2024-01-28,0.0,3062.0432900432897,Sunday,January
2024-01-29,0.0,6415.093073593073,Monday,January
2024-01-30,0.0,6087.0670995671,Tuesday,January
2024-01-31,0.0,5973.536796536796,Wednesday,January
2024-02-01,0.0,5903.160173160173,Thursday,February
2024-02-02,0.0,5823.752164502164,Friday,February
2024-02-03,0.0,3029.1883116883114,Saturday,February
2024-02-04,0.0,2943.524891774892,Sunday,February
2024-02-05,0.0,5957.60606060606,Monday,February
2024-02-06,0.0,5862.174242424242,Tuesday,February
2024-02-07,0.0,5871.709956709957,Wednesday,February
2024-02-08,0.0,5892.723484848485,Thursday,February
2024-02-09,0.0,5667.725649350649,Friday,February
2024-02-10,0.0,2929.404761904762,Saturday,February
2024-02-11,0.0,2840.4285714285716,Sunday,February
2024-02-12,4827.0,6278.612380952381,Monday,February
2024-02-13,3695.0,3256.34,Tuesday,February
